id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
9103,4.87,291.92,8,16.26,14.67,36.08,35.91,0.03,0.08,0.09,0.09,0.42,-1.39,1.71,1.81,0.42,1.47,-27.33,0.47,2.34,2.17,0.36,1,0.24,0.84,0.72,0,0.21,N
9104,16.62,32.37,9.44,10.98,18.7,51.11,74.8,0.06,0.22,0.19,0.07,1.82,-4.47,2.87,1.24,0.66,4.66,-34.89,0.47,1.61,6.04,0.47,0.65,-0.03,1.23,0.17,0.02,0.54,N
9105,8.46,20.35,9.63,8.47,10.01,151.47,63.75,0.05,0.08,0.04,0.06,2.09,-5.42,7.4,0.73,0.53,14.87,-5.27,0.53,0.27,27.59,0.62,0.53,-1.29,1.97,0.82,0.02,0.65,N
9106,5.51,19.84,8.27,10.35,11.2,50.76,57.93,0.13,0.05,0.05,0.04,1.96,162.59,71.02,0.65,0.59,-161.78,-7.49,0.55,1.23,3.17,0.46,0.56,-0.91,1.57,0.55,0.02,0.62,N
9107,4.98,23.31,11.19,9.12,119.15,55.24,90.16,0.07,0.05,0.07,0.04,0.75,56,9.96,0.5,0.55,21.5,-5.2,0.54,-1.16,2.98,0.4,0.52,-0.52,0.7,0.99,0.02,0.6,N
9108,5,62.85,11.62,8.59,12.88,32.39,32.76,0.06,0.05,0.1,0.08,1.12,-201.48,19.49,0.69,0.61,-23.44,-2.64,0.49,1.38,9.46,0.51,0.52,-0.7,1.23,0.61,0.02,0.58,N
9109,6.61,20.41,8.82,13.06,15.78,45.94,35.56,0.04,0.05,0.15,0.14,1.73,-8.09,204.75,1.02,0.57,14.57,-2.41,0.48,1.39,10.52,0.47,0.51,-0.62,1.4,1.02,0.02,0.63,N
9110,6.23,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.05,0.06,0.05,0.11,1.73,8.16,0.67,0.35,23.63,-1.08,0.35,1.06,10.97,0.52,0.42,0.4,0.31,0.63,0.02,0.64,N
9111,9.83,27.9,8.57,6.65,30.59,92.35,109.6,0.04,0.04,0.05,0.04,1.57,-7.01,2.17,1.08,0.5,3.49,4.73,0.59,1.87,16.17,0.5,0.54,-1.19,1.36,0.66,0.02,0.58,N
9112,4.7,20.4,7,11.37,17.52,41.61,53.04,0.03,0.03,0.04,0.06,0.98,-8.92,-4.94,0.57,0.57,-14.49,-3.39,0.49,-0.45,-3.61,0.38,0.49,-1.3,1.93,0.66,0.01,0.62,N
9113,6.02,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.07,0.05,0.14,0.08,0.67,5.57,1.12,0.18,13.15,-1.09,0.32,1.4,11.75,0.57,0.55,0.93,0.58,0.72,0,0,N
9114,5.8,29.34,7.67,9.55,30.38,28.61,39.51,0.05,0.05,0.06,0.07,0.99,-27.32,6.73,0.75,0.54,6.42,-32.74,0.5,1.12,15.43,0.52,0.55,-0.23,0.52,0.59,0.02,0.03,N
9115,5.89,42.22,11.89,6.79,19.33,33.66,34.45,0.05,0.04,0.05,0.04,9.11,-26.88,11.53,0.6,0.62,-85.45,-94,0.49,1.35,5.66,0.47,0.5,-1.58,1.43,0.85,0.02,0.64,N
9116,7.28,12.21,9.98,34.62,16.19,73.73,68.79,0.12,0.03,0.07,0.08,0.53,-3.45,1.48,-0.04,0.5,2.03,-3.08,0.45,1.35,15.16,0.35,0.41,-0.25,1.49,0.86,0.01,0.51,N
9117,5.11,11.91,9.32,12.29,23.01,70.8,29.88,0.05,0.05,0.03,0.04,1.68,-2.99,42.13,0.65,0.56,6.54,-3.27,0.52,0.88,5.87,0.44,0.55,-1.29,1.96,0.9,0.01,0.51,N
9118,5.3,13.98,10.78,15.04,44.01,31.38,105.01,0.03,0.06,0.06,0.05,0.7,-3.3,-4.15,0.56,0.54,-49.03,-4.29,0.51,-0.14,-7.38,0.37,0.5,-1.22,1.2,0.75,0.01,0.6,N
9119,2.63,11.18,8.96,8.95,22,47.85,32.25,0.05,0.05,0.08,0.07,0.81,-3.24,11.52,1.16,0.59,11.04,8.46,0.51,-1.69,1.92,0.44,0.53,-0.84,1.69,0.06,0.01,0.53,N
9120,6.6,19.41,6.85,12.86,28.26,38.48,40.23,0.04,0.05,0.06,0.06,10.48,1126.78,10.37,0.54,0.53,126.47,167.07,0.51,1.27,11.36,0.5,0.54,-1.28,1.53,0.81,0.02,0.65,N
9121,5.86,13.74,12.69,11.54,14.4,35.52,53.21,0.11,0.06,0.07,0.13,-9.34,-8.51,41.32,0.93,0.53,-13.13,-5.21,0.44,1.23,9.7,0.42,0.48,-0.96,2.02,0.69,0.02,0.62,N
9122,6.04,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.07,0.08,0.05,0.08,1.37,4.49,0.83,0.22,4.68,-0.93,0.32,1.62,5.1,0.47,0.69,0.75,0.66,0.91,0.02,0.63,N
9123,6.07,14.38,9.05,20.34,14.59,55.05,70.27,0.07,0.12,0.03,0.05,0.67,-4.63,8.96,0.82,0.55,3.85,-2.43,0.55,0.28,39.01,0.74,0.72,-0.21,1.32,1.05,0.02,0.57,N
9124,5.94,15.12,9.81,11.34,29.35,47.98,34.72,0.22,0.13,0.13,0.13,0.96,-5.69,-21.78,2.48,0.62,61.82,-1.09,0.33,1.77,-3.8,0.42,0.5,0.74,0.55,0.63,0.02,0.61,N
9125,17.89,27.47,7.52,5.66,20.99,238.64,477.27,0.07,0.06,0.05,0.05,2.22,4.88,17.58,0.35,0.49,-13.02,19.36,0.46,1.3,1.65,0.45,0.41,-1.56,0.62,0.61,0.02,0.59,N
9126,4.82,20.08,10.53,9.59,9.72,33.51,35.5,0.05,0.08,0.06,0.05,0.7,168.65,-23.09,0.57,0.5,-30.11,-2.21,0.45,1.3,16.72,0.62,0.49,-0.5,0.5,0.68,0.02,0.55,N
9127,4.96,14.02,7.15,7.07,16.41,104.25,117.14,0.04,0.12,0.04,0.11,2.21,-10.59,6.38,0.88,0.59,539.95,9.45,0.55,1.5,1.05,0.46,0.59,-0.97,1.37,0.36,0.02,0.61,N
9128,6.41,21.62,8.32,7.87,12.22,49.94,54.72,0.05,0.07,0.03,0.04,2.07,-27.21,4.28,0.29,0.5,14.47,33.05,0.55,1.33,0.14,0.44,0.48,-0.92,1.27,0.77,0.01,0.57,N
9129,4.12,13.87,6.34,8,15.5,27.91,28.04,0.04,0.06,0.06,0.15,1.91,-6.01,7.39,0.74,0.58,9.88,3.96,0.48,-1.15,1.34,0.42,0.49,-0.29,1.24,0.51,0.02,0.63,N
9130,5.98,15.77,9.57,13.65,14.88,26.27,22.58,0.04,0.05,0.06,0.06,0.46,16.31,33.02,0.67,0.56,276.07,-3.27,0.53,1.13,10.7,0.56,0.54,-0.6,1.41,0.66,0.02,0.58,N
9131,5.77,47.57,8.64,7.67,16.81,28.49,27.77,0.06,0.06,0.05,0.07,1.34,-8.21,3.11,0.35,0.54,4.16,-4.43,0.5,0.26,39.69,0.73,0.49,-0.13,0.92,1.08,0.01,0.55,N
9132,6.15,59.81,7.86,10.5,23.32,30.1,66.34,0.05,0.13,0.13,0.13,1.24,-7.59,5.22,1.77,0.64,5.85,-1.67,0.38,1.22,6.01,0.53,0.51,0.58,0.46,0.76,0.02,0.61,N
9133,5.78,18.62,7.72,8.11,13.48,28.8,33.82,0.06,0.1,0.07,0.12,1.85,-411.28,7.25,0.69,0.53,18.79,51.78,0.5,-1.21,3.46,0.41,0.54,-1.13,0.96,0.56,0.02,0.58,N
9134,6.42,40.45,13.68,8.96,14.85,106.53,198.89,0.08,0.04,0.06,0.04,0.3,4.23,7.06,1.13,0.39,23.9,-1.32,0.42,-1.37,4.12,0.4,0.51,-0.35,0.59,0.55,0.01,0.51,N
9135,3.91,23.32,12.47,7.04,21.73,87.79,56.69,0.04,0.05,0.04,0.05,0.76,-6.46,6.62,1.07,0.54,8.88,-10.46,0.52,2.43,5.95,0.44,0.56,-0.91,0.71,0.63,0.01,0.46,N
9136,-0.42,13.05,8.88,10.31,14.8,59.29,56.7,0.05,0.06,0.04,0.03,0.57,-15.6,-14.98,0.54,0.58,-33.51,-5.95,0.52,1.61,2.57,0.45,0.63,-0.62,1.21,0.3,0.02,0.62,N
9137,9.8,52.5,6.03,8.3,34.29,23.59,29.28,0.04,0.05,0.03,0.03,0.52,-3.8,4.86,0.94,0.53,4.14,10.08,0.39,-0.86,-5.32,0.34,0.48,-1.12,0.36,0.85,0.02,0.57,N
9138,-0.3,36,8.12,12.5,27.43,36.61,56.87,0.07,0.05,0.05,0.06,0.75,-4.37,-5.98,0.22,0.64,-44.82,22.31,0.55,-0.58,-1.28,0.37,0.53,-0.59,1.29,0.44,0.03,0.03,N
9139,6.03,40.59,9.84,11.67,21.77,44.48,34.71,0.06,0.05,0.09,0.08,0.78,-4.55,1.91,0.64,0.55,3.42,-54.86,0.56,-0.69,-3.1,0.39,0.5,-0.57,1.45,0.79,0.02,0.64,N
9140,5.55,11.27,8.74,7.5,9.77,38.21,34.95,0.05,0.12,0.04,0.03,0.71,-3.15,3.36,1.01,0.52,3.18,3.84,0.51,-0.75,-2.28,0.3,0.43,-1.52,0.25,0.54,0.02,0.63,N
9141,0.33,20.77,7.33,14.73,15.68,46.67,33.74,0.05,0.05,0.05,0.04,5.65,-3.29,-70.13,0.6,0.61,20.53,7.43,0.56,-0.39,-4.41,0.38,0.55,-1.29,1.5,0.67,0.02,0.64,N
9142,4.76,18.27,12.31,5.55,12.48,46.24,56.68,0.04,0.04,0.03,0.03,2.09,-19.37,2.62,1.22,0.58,3.32,-37.4,0.62,-0.17,48.23,0.76,0.51,-0.86,1.07,0.6,0.02,0.59,N
9143,6.24,38.57,15.27,9.39,14.49,82.74,47.25,0.09,0.04,0.04,0.04,4.91,13.78,-6.01,0.34,0.6,-12.86,-73.45,0.54,0.95,16.78,0.53,0.47,-1.14,1.41,0.89,0.01,0.6,N
9144,6.23,16.25,6.81,8.93,21.79,28.97,30.93,0.08,0.05,0.05,0.04,1,-46.22,18.85,1.15,0.55,99.15,-5.41,0.51,1.18,7.25,0.54,0.58,-0.89,0.59,0.45,0.02,0.61,N
9145,5.25,13.79,8.34,6.96,13.83,30.54,26.27,0.05,0.07,0.04,0.04,1.2,-10.12,4.54,0.62,0.64,4.18,-7.97,0.57,0.66,31.02,0.62,0.58,-0.34,1.04,0.91,0.02,0.62,N
9146,6.26,27.16,9.61,7.7,148.35,30.54,59.9,0.04,0.05,0.03,0.04,1.15,202.2,5.52,0.91,0.56,12.06,-19.67,0.54,-1.02,2.46,0.34,0.55,-0.35,0.97,0.58,0.01,0.58,N
9147,6.33,39.12,11.57,19.31,37,522.68,482.82,0.09,0.06,0.05,0.04,0.46,6.17,-6.81,0.39,0.59,-8.9,-2.78,0.49,2.25,10.56,0.44,0.54,-0.64,1.2,0.67,0.02,0.64,N
9148,0.37,14.02,7.82,7.41,23.52,53.62,40.9,0.05,0.07,0.05,0.08,0.71,-13.14,-7.59,0.51,0.58,-17.06,-3.97,0.52,-0.78,-0.15,0.38,0.49,-0.84,1.18,0.43,0.02,0.6,N
9149,9.16,37.07,8.59,7.29,10,95.2,64.49,0.03,0.07,0.06,0.05,0.98,-18,12.76,0.87,0.53,16.17,-10.91,0.5,-0.44,-6.75,0.38,0.45,-1.25,0.55,0.64,0.02,0.54,N
9150,5.88,19.14,10.43,16.05,42.71,121.89,175.23,0.06,0.17,0.06,0.04,0.73,-64.8,6.53,0.94,0.59,9.46,-6.7,0.52,-0.84,0.08,0.4,0.46,-0.55,1.27,0.82,0.02,0.65,N
9151,-0.35,16.33,6.93,9.22,35.33,54.25,39.53,0.04,0.03,0.03,0.04,1.08,3.24,-17.6,0.89,0.57,-6.96,-4.42,0.5,1.46,0.04,0.48,0.49,-0.98,0.78,0.45,0.02,0.62,N
9152,5.98,17.08,10.62,14.22,20.61,39.92,46.51,0.04,0.05,0.05,0.04,0.71,-6.22,2.24,0.3,0.46,4.07,-6.63,0.39,1.73,11.27,0.53,1,-0.69,0.29,0.42,0.02,0.61,N
9153,6.96,13.5,12.93,9.4,29.93,46.68,39.09,0.08,0.04,0.04,0.07,0.36,-12.5,240.14,0.68,0.51,-108.93,-2.32,0.41,-0.06,-6.71,0.27,0.37,-0.51,1.91,0.46,0.01,0.65,N
9154,14.54,20.61,18.47,10.17,21.1,66.43,45.4,0.09,0.08,0.05,0.03,0.51,-1.48,4.26,0.57,0.59,2.19,11.09,0.51,-0.38,-4.96,0.4,0.48,0.25,0.72,0.53,0.02,0.62,N
9155,6.23,16.32,7,7.89,10.32,53.52,44.12,0.04,0.06,0.06,0.05,5.16,-2.33,3.28,1.01,0.59,4.88,3.65,0.6,-0.6,-1.94,0.39,0.57,-0.63,0.81,0.41,0.02,0.61,N
9156,6,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.05,0.06,0.04,0.08,0.64,8.81,0.82,0.07,10.41,-1.01,0.28,1.14,9.83,0.54,0.68,1.2,0.33,0.27,0.01,0.62,N
9157,-0.98,15.88,9.87,8.31,34.43,52.37,86.39,0.04,0.04,0.06,0.08,1.1,-3.28,-16.99,0.52,0.58,16.29,23.03,0.51,-0.97,1.44,0.32,0.48,-0.58,0.88,-0.03,0.02,0.54,N
9158,3.41,21.71,9.99,8.02,19.42,29.6,30.88,0.07,0.08,0.04,0.05,0.71,-2.17,2.15,1.24,0.58,2.37,4.75,0.5,1.84,2.49,0.43,0.47,-0.57,1.92,0.58,0.01,0.57,N
9159,16.25,20.32,19.85,7.53,59.12,39.85,40.23,0.28,0.07,0.06,0.1,0.57,45.33,599.92,0.3,0.45,29.3,-2.6,0.49,2.03,-5.97,0.34,0.45,-0.17,1.33,0.59,0.01,0.47,N
9160,5.54,18.86,17.49,8.36,9.57,47.79,48.7,0.04,0.03,0.15,0.08,2.36,-90.61,-10.73,0.25,0.6,-7.5,-16.85,0.5,1.22,3.6,0.54,0.47,-0.67,1.52,0.25,0.02,0.63,N
9161,6.86,19.04,9.12,7.14,21.78,40.84,49.37,0.06,0.06,0.05,0.1,0.74,6.52,104.07,0.74,0.49,-12.73,-4.1,0.52,1.18,6.13,0.49,0.53,-0.85,0.7,0.68,0.02,0.62,N
9162,6.09,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.08,0.05,0.09,0.08,0.9,2.31,1.29,0.12,3.09,-0.71,0.22,-2.8,5.11,0.45,0.66,1.6,0.46,0.66,0.01,0.71,N
9163,5.35,13.18,8.5,9.31,42.75,151.47,255.97,0.04,0.05,0.08,0.1,0.46,9.24,5.98,0.65,0.54,20.68,-1.93,0.52,1.12,7.34,0.5,0.51,-0.57,0.83,0.69,0.01,0.48,N
9164,5.45,29.26,8.11,7.49,11.99,274.82,83.77,0.05,0.06,0.05,0.03,0.74,-17.18,-11.76,0.51,0.53,-26.57,-109.29,0.53,-1.15,2.6,0.28,0.48,-0.69,1.05,0.26,0.02,0.62,N
9165,5.78,15.88,10.05,9.04,29.67,33.28,37.06,0.05,0.05,0.05,0.09,0.75,9.68,5.77,1,0.53,18.51,-5.39,0.46,1.22,10.83,0.49,0.36,-0.74,0.64,0.67,0.02,0.63,N
9166,6.99,23.34,15.97,8.19,53.97,50.09,86.39,0.05,0.09,0.05,0.05,0.68,-2.5,-12.77,0.8,0.52,551.05,-3.34,0.43,1.84,7.19,0.43,0.47,-0.75,1.89,0.11,0.02,0.02,N
9167,7.23,13.63,6.21,11.06,71.02,155.32,153.78,0.04,0.05,0.08,0.05,-56.98,227.01,-6.15,0.56,0.57,-4.51,-3.77,0.4,1.82,6.18,0.45,0.55,-0.41,1.98,0.8,0.01,0.51,N
9168,4.13,15.7,8.71,6.5,9.15,22.08,28.08,0.04,0.05,0.03,0.03,4.15,-4.88,3.5,1.24,0.61,5.35,19.79,0.58,1.03,13.84,0.59,0.58,-0.88,1,0.01,0.01,0.52,N
9169,5.73,14.72,7.13,11.01,18.41,39.41,30.26,0.03,0.11,0.08,0.06,1.1,-11,71.73,0.57,0.6,-43.59,17.9,0.54,1.63,-2.91,0.41,0.46,-1.1,1.25,0.81,0.02,0.64,N
9170,-0.68,21.17,6.89,11.76,30.22,50.71,41.96,0.12,0.05,0.04,0.04,0.54,-3.3,15.52,0.78,0.57,7,-14.02,0.52,1.2,8.66,0.52,0.69,-0.5,1.28,0.61,0.02,0.62,N
9171,4.91,15.53,10.4,12.05,17.4,22.16,21.2,0.07,0.06,0.05,0.04,1.6,-2.06,4.42,1.07,0.58,3.88,4.74,0.5,-0.58,-1.4,0.39,0.55,-1.17,2.04,0.35,0.02,0.59,N
9172,6.95,21.48,13.41,7.68,14.53,59.74,93.42,0.05,0.04,0.14,0.08,0.78,47.96,15.77,0.3,0.54,-35.14,21.07,0.49,1.53,-3.42,0.37,0.45,-0.99,1.84,1.18,0.01,0.55,N
9173,5.77,15.18,8.22,7.91,13.79,57.38,88.77,0.05,0.04,0.06,0.07,0.39,-6.5,18.03,0.98,0.64,8.15,12.49,0.49,-2.73,8.44,0.43,0.55,-0.41,1.81,0.29,0.02,0.5,N
9174,6.95,33.61,8.41,6.28,11.04,47.38,39.52,0.06,0.06,0.04,0.05,1.16,-7.44,3.34,0.68,0.6,11.03,-21.11,0.54,1.39,9.8,0.53,0.72,-0.79,1.45,0.33,0.01,0.57,N
9175,4.54,12.83,11.35,8.21,17.73,62.53,44.05,0.05,0.06,0.07,0.07,0.68,-1.95,4.45,0.94,0.52,4.97,21.45,0.56,-0.54,-3.57,0.39,0.55,-0.56,1.35,0.42,0.01,0.6,N
9176,5.5,13.64,6.99,8.69,29.4,34.29,35.17,0.03,0.03,0.06,0.07,0.55,-2.67,51.82,0.67,0.48,5.78,-34.9,0.51,2.21,7.29,0.44,0.64,-0.51,0.69,0.25,0.01,0.56,N
9177,4.41,47.21,8.25,8.82,18.99,43.49,46.29,0.07,0.05,0.07,0.08,0.39,-3.49,1.34,1.41,0.56,2,-16.26,0.52,1.61,8.42,0.45,0.64,0.15,1.38,0.84,0.02,0.62,N
9178,5.62,31.46,9.06,6.72,48.14,58.2,69.34,0.05,0.08,0.06,0.05,1.08,-935.79,7.63,0.91,0.58,17.34,-2.49,0.53,1.49,12.42,0.43,0.59,-0.48,0.83,1.28,0.02,0.59,N
9179,8.2,55.89,10.15,9.15,26.65,38.07,31.11,0.05,0.04,0.05,0.05,0.74,-2.54,1.46,1.65,0.52,1.8,7.63,0.51,2.35,7.68,0.56,0.43,0.05,1.01,0.39,0.02,0.57,N
9180,10.33,39.82,17.09,12.02,48.45,49.44,69.65,0.07,0.06,0.11,0.05,0.29,-9.19,56.68,1.03,0.6,10.89,-2.65,0.47,-0.69,-1.01,0.39,0.51,-0.19,0.51,0.51,0.03,0.03,N
9181,6.47,15.21,10.56,24.81,10.05,193.27,161.48,0.09,0.02,0.05,0.06,1.59,-1.39,1.83,1.41,0.47,2.97,-9.19,0.37,2.32,7.12,0.54,0.83,-0.5,1.46,0.1,0.01,0.4,N
9182,4.49,17.7,7.41,8.77,17.06,40.8,44.78,0.04,0.05,0.06,0.05,0.72,-3.43,-9.28,0.7,0.58,-50.3,-5.24,0.48,1.34,3.11,0.49,0.56,-0.51,1.46,0.23,0.01,0.6,N
9183,4.89,12.84,11.4,8.24,23.05,88.73,118.78,0.06,0.11,0.09,0.06,0.98,-3.57,-7.11,0.6,0.58,79.12,-18.99,0.55,1.12,8.07,0.48,0.57,-1.19,1.62,0.96,0.02,0.65,N
9184,5.73,10.33,7.65,8.31,26.47,87.93,68.13,0.07,0.06,0.05,0.04,1.77,1135.67,11.63,0.38,0.62,886.6,8.6,0.54,1.15,14.28,0.53,0.53,-1.04,1.7,0.39,0.02,0.5,N
9185,6.01,16.06,10.75,11.69,14.31,52.57,43.13,0.08,0.08,0.11,0.14,24.44,-19.26,3.36,0.85,0.43,6.19,2.08,0.35,-0.65,-0.9,0.49,0.53,0.01,1.31,0.19,0.02,0.65,N
9186,-0.43,10.98,12.04,6.97,22.62,59.45,42.91,0.06,0.07,0.04,0.03,0.45,-5.91,4.51,0.74,0.5,5.52,-23.83,0.51,1.51,-2.32,0.41,0.51,-0.3,1.25,0.31,0.01,0.58,N
9187,5.98,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.05,0.04,0.06,0.08,0.78,23.63,1.28,0.19,91.11,-0.82,0.32,-1.95,2.22,0.45,0.59,0.74,0.57,0.97,0,0,N
9188,16.25,28.66,10.89,13.85,22.1,326.43,136.19,0.06,0.05,0.03,0.05,0.59,6.77,-6.93,0.57,0.63,-4.76,-3.55,0.42,2.09,-4.03,0.44,0.45,-1.04,0.79,0.27,0.02,0.61,N
9189,5.79,18.94,10.11,10.45,18.78,199.67,89.92,0.04,0.11,0.17,0.06,0.63,-2.19,1.86,0.95,0.48,2.74,-3.22,0.41,1.28,2.62,0.44,0.25,-0.31,1.49,1.03,0.02,0.62,N
9190,5.13,17.45,6.55,6.84,18.46,39.82,41.72,0.04,0.04,0.04,0.04,1.02,20.91,3.74,1.16,0.5,13.73,-9.49,0.42,1.12,6.11,0.54,0.68,-0.89,0.39,0.42,0.02,0.6,N
9191,-1.03,27.67,7.11,5.62,27.29,723.93,680.4,0.05,0.05,0.07,0.04,0.59,-3.62,2.13,1.45,0.56,4.43,-4.56,0.48,1.94,3.59,0.39,0.6,-0.22,1.24,0.56,0.01,0.51,N
9192,5.14,27.24,9.97,11.45,15.42,97.89,92.7,0.06,0.06,0.05,0.05,1.08,35.44,3.17,0.87,0.61,8.85,4.04,0.54,-0.48,-4.01,0.37,0.48,-0.72,1.29,0.41,0.02,0.54,N
9193,6.52,36.88,7.89,7.68,10.13,57.69,34.23,0.03,0.04,0.04,0.05,0.97,-3.39,1.38,2.09,0.48,1.95,5.7,0.53,-1.26,1.11,0.42,0.45,-0.28,1.34,0.39,0.01,0.6,N
9194,6.86,20.22,44.68,11.27,80.36,22.87,33.29,0.08,0.03,0.06,0.06,0.33,-11.99,2.55,1.55,0.6,3.4,-6.31,0.49,1.04,6.01,0.48,0.38,-0.45,1.6,0.36,0,0.57,N
9195,7.02,15.17,7.21,9.44,20.41,40.55,34.56,0.06,0.07,0.06,0.08,8.86,-9.15,4.97,1.2,0.66,15.11,-9.52,0.55,1.45,9.47,0.5,0.65,-0.97,1.53,0.48,0.02,0.58,N
9196,-2.15,24.02,9.1,8.19,11.97,27.47,25.64,0.04,0.05,0.04,0.05,1.06,-2.84,7.61,0.79,0.48,7.97,-8.9,0.47,-0.71,-2.52,0.37,0.63,-1.27,0.67,0.61,0.01,0.52,N
9197,16.09,18.46,9.16,10.21,24.57,80.3,39.49,0.03,0.26,0.26,0.26,0.64,-3.73,0.15,-3.47,0.56,1.67,-23.3,0.44,-3.67,15.94,0.21,0.36,-1.19,2.32,1.41,0.01,0.49,N
9198,3.82,15.52,7.52,6.83,38.88,20.69,28.91,0.08,0.06,0.05,0.05,1.54,-1.62,26.48,0.84,0.55,3.89,68.57,0.59,1.13,6.18,0.38,0.58,-0.64,0.89,0.63,0.01,0.39,N
9199,13.4,12.74,7,15.5,12.54,36.46,33.84,0.04,0.04,0.03,0.18,0.67,-2.94,-8.71,0.65,0.61,9.76,-7.41,0.54,1.54,4.24,0.49,0.53,-0.62,0.75,0.42,0.01,0.44,N
9200,7.2,12.11,8.5,11.44,23.41,43.45,48.22,0.05,0.07,0.04,0.04,-15.13,52.61,8.94,0.79,0.48,-10.7,-27.16,0.42,1.35,10.99,0.5,0.48,-2.54,1.4,0.53,0.02,0.62,N
9201,4.57,50.66,9.34,15.74,9.22,56.21,43.37,0.05,0.06,0.06,0.03,1.17,-6.07,21.99,0.73,0.62,-49.73,-3.55,0.5,1.02,11.18,0.56,0.56,-0.39,1.35,0.6,0.01,0.48,N
9202,5.84,35,11.64,6.38,22.64,44.06,54.48,0.04,0.05,0.04,0.11,1.46,29.84,4.17,0.66,0.63,7.9,19.14,0.54,0.95,20.46,0.59,0.6,-0.31,1.12,0.67,0.02,0.62,N
9203,-1.37,158.07,13.36,10.26,37.34,37.02,29.64,0.07,0.03,0.03,0.05,0.44,-2.48,2.29,1.5,0.55,2.59,-6.27,0.45,-1.02,-3.76,0.32,0.66,0.07,0.31,0.46,0.01,0.4,N
9204,-0.9,43.27,14.21,10.02,19.2,28.33,33.9,0.06,0.05,0.04,0.06,0.93,-1.8,-21.06,0.85,0.52,4.32,58.16,0.5,-0.6,-0.55,0.31,0.57,-0.43,1.4,0.61,0.02,0.58,N
9205,7.23,17.59,13.71,18.7,18.68,80.93,110.74,0.09,0.07,0.05,0.11,0.23,277.17,5.15,0.05,0.48,8.96,-2.13,0.36,-1.56,2.05,0.44,0.75,-0.58,1.63,0.52,0.02,0.64,N
9206,5.34,15.71,10.79,8.62,19.76,35.7,27.02,0.05,0.05,0.05,0.05,1.98,-1.11,3.81,1.09,0.54,2.6,5.97,0.43,-1.34,1.79,0.39,0.76,-0.42,1.51,-0.17,0.01,0.37,N
9207,6.22,17.85,20.69,9.41,23.04,29.01,25.04,0.05,0.06,0.11,0.12,0.55,8.96,-9.64,0.37,0.52,-12.02,-16.29,0.47,0.96,5.14,0.57,0.38,-0.62,1.27,0.5,0.02,0.59,N
9208,4.9,21.77,12.27,10.07,62.04,90.28,37,0.07,0.06,0.18,0.14,0.33,-21.91,2.24,1.28,0.44,2.48,-1.68,0.41,-1.99,5.59,0.42,0.58,0.39,0.54,0.45,0.01,0.51,N
9209,5.69,34.6,7.71,10.82,14.49,102.27,112.27,0.03,0.04,0.05,0.03,0.8,8.8,10.24,1.04,0.53,-12.9,-3.2,0.44,1.49,8.05,0.48,0.55,-0.97,1.23,0.75,0.02,0.62,N
9210,5.32,26.77,9.25,6.05,14.56,80.43,72.26,0.05,0.05,0.07,0.06,0.55,-12.3,-9.36,0.73,0.57,-13.97,-3.53,0.48,1.75,-4.79,0.44,0.48,-0.8,1.2,0.62,0.01,0.54,N
9211,6.44,45.56,14.12,7.71,31.42,31.9,23.83,0.05,0.04,0.04,0.04,0.44,-2.87,5.61,1.45,0.47,3.72,-4.33,0.39,-1.6,4.19,0.39,0.59,-0.6,0.32,0.71,0.01,0.39,N
9212,6.51,20.65,7.69,9.45,9.58,55.02,36.11,0.04,0.05,0.05,0.05,0.71,-232.44,-66.53,0.83,0.51,-187.01,-6.16,0.53,1.3,3.13,0.46,0.51,-0.91,1.01,0.66,0.02,0.62,N
9213,5.52,19.77,8.19,10.14,15.13,45.65,51.3,0.04,0.13,0.13,0.13,2.38,-46.87,11.45,1.62,0.63,-19.51,-2.29,0.42,0.35,-6.28,0.36,0.54,0.21,0.88,0.27,0.03,0.03,N
9214,6.08,17.23,6.87,8.3,33.71,89.24,80.52,0.03,0.04,0.06,0.05,1.57,-10.09,12.56,0.58,0.52,13.69,4.36,0.53,1.53,5.42,0.45,0.52,-0.78,1.18,0.52,0.02,0.58,N
9215,-0.58,11.62,7.61,7.4,21.31,24.29,33.43,0.04,0.05,0.06,0.04,1.06,-14.14,4.03,0.82,0.57,9.76,-11.5,0.55,-0.92,-0.21,0.33,0.59,-1.11,1.32,0.47,0.01,0.61,N
